001-013 Support Identification Code (SIC),014-017 Vehicle Identification Code (VIC),018-026 Numerical day of year,027-030 Data format identification code,031-051 GMT in total tenths of seconds,052-060 Radar site id number (BCD),061-088 E position in meters (scaled),089-090 Position scale code,091-118 F position in meters (scaled),119-120 Velocity scale code,121-148 G position in meters (scaled),149-149 Optical track (TRUE/FALSE),150-150 Using plus time flag (TRUE/FALSE),151-165 F velocity in meters/sec (scaled),166-180 E velocity in meters/sec (scaled),181-181 Liftoff has occurred (TRUE/FALSE),182-182 Plunge mode flag (TRUE/FALSE),183-184 Pulse width,185-185 Refraction correction already (IN),186-186 Droop flag (IN/OUT),187-187 Paramp flag (ON/OFF),188-188 Radiation flag (ON/OFF),189-189 Dual local oscillators vs single,190-190 Beacon (TRUE) vs skin (FALSE) flag,191-191 Track flag (ON/OFF),192-192 Quality of data (GOOD/BAD),193-195 Source mode bits,196-210 G velocity in meters/sec (scaled),211-217 Checksum,218-224 Spare bits,225-240 Sync Bits
1,1,50,0,20711.1,144,-2273168,0,-1453564,0,6104002,0,0,183,321,0,0,0,0,0,0,0,0,0,1,1,1,663,71,0,XX
1,1,50,0,20711.2,144,-2273136,0,-1453545,0,6104068,0,0,183,321,0,0,0,0,0,0,0,0,0,1,1,1,662,62,0,X 
1,1,50,0,20711.3,144,-2273104,0,-1453527,0,6104134,0,0,183,321,0,0,0,0,0,0,0,0,0,1,1,1,662,116,0,XX
1,1,50,0,20711.4,144,-2273071,0,-1453509,0,6104200,0,0,183,322,0,0,0,0,0,0,0,0,0,1,1,1,661,108,0,X 
1,1,50,0,20711.5,144,-2273039,0,-1453490,0,6104267,0,0,183,322,0,0,0,0,0,0,0,0,0,1,1,1,660,100,0,XX
1,1,50,0,20711.6,144,-2273007,0,-1453472,0,6104333,0,0,184,322,0,0,0,0,0,0,0,0,0,1,1,1,659,91,0,X 
1,1,50,0,20711.7,144,-2272975,0,-1453454,0,6104398,0,0,184,323,0,0,0,0,0,0,0,0,0,1,1,1,658,81,0,XX
1,1,50,0,20711.8,144,-2272942,0,-1453435,0,6104464,0,0,184,323,0,0,0,0,0,0,0,0,0,1,1,1,657,73,0,X 
1,1,50,0,20711.9,144,-2272910,0,-1453417,0,6104530,0,0,184,323,0,0,0,0,0,0,0,0,0,1,1,1,657,127,0,XX
1,1,50,0,20712.0,144,-2272878,0,-1453398,0,6104596,0,0,184,324,0,0,0,0,0,0,0,0,0,1,1,1,656,125,0,X 
1,1,50,0,20712.1,144,-2272845,0,-1453380,0,6104661,0,0,184,324,0,0,0,0,0,0,0,0,0,1,1,1,655,115,0,XX
1,1,50,0,20712.2,144,-2272813,0,-1453361,0,6104727,0,0,185,324,0,0,0,0,0,0,0,0,0,1,1,1,654,107,0,X 
1,1,50,0,20712.3,144,-2272780,0,-1453343,0,6104792,0,0,185,324,0,0,0,0,0,0,0,0,0,1,1,1,653,97,0,XX
1,1,50,0,20712.4,144,-2272748,0,-1453324,0,6104858,0,0,185,325,0,0,0,0,0,0,0,0,0,1,1,1,652,89,0,X 
1,1,50,0,20712.5,144,-2272715,0,-1453306,0,6104923,0,0,185,325,0,0,0,0,0,0,0,0,0,1,1,1,652,15,0,XX
1,1,50,0,20712.6,144,-2272683,0,-1453287,0,6104988,0,0,185,325,0,0,0,0,0,0,0,0,0,1,1,1,651,5,0,X 
1,1,50,0,20712.7,144,-2272650,0,-1453268,0,6105053,0,0,186,326,0,0,0,0,0,0,0,0,0,1,1,1,650,126,0,XX
1,1,50,0,20712.8,144,-2272617,0,-1453250,0,6105118,0,0,186,326,0,0,0,0,0,0,0,0,0,1,1,1,649,116,0,X 
1,1,50,0,20712.9,144,-2272585,0,-1453231,0,6105183,0,0,186,326,0,0,0,0,0,0,0,0,0,1,1,1,648,106,0,XX
1,1,50,0,20713.0,144,-2272552,0,-1453212,0,6105248,0,0,186,327,0,0,0,0,0,0,0,0,0,1,1,1,648,42,0,X 
1,1,50,0,20713.1,144,-2272519,0,-1453194,0,6105313,0,0,186,327,0,0,0,0,0,0,0,0,0,1,1,1,647,32,0,XX
1,1,50,0,20713.2,144,-2272487,0,-1453175,0,6105377,0,0,187,327,0,0,0,0,0,0,0,0,0,1,1,1,646,85,0,X 
1,1,50,0,20713.3,144,-2272454,0,-1453156,0,6105442,0,0,187,327,0,0,0,0,0,0,0,0,0,1,1,1,645,76,0,XX
1,1,50,0,20713.4,144,-2272421,0,-1453138,0,6105507,0,0,187,328,0,0,0,0,0,0,0,0,0,1,1,1,644,67,0,X 
1,1,50,0,20713.5,144,-2272388,0,-1453119,0,6105571,0,0,187,328,0,0,0,0,0,0,0,0,0,1,1,1,644,58,0,XX
1,1,50,0,20713.6,144,-2272355,0,-1453100,0,6105635,0,0,187,328,0,0,0,0,0,0,0,0,0,1,1,1,643,48,0,X 
1,1,50,0,20713.7,144,-2272322,0,-1453081,0,6105700,0,0,188,329,0,0,0,0,0,0,0,0,0,1,1,1,642,41,0,XX
1,1,50,0,20713.8,144,-2272289,0,-1453063,0,6105764,0,0,188,329,0,0,0,0,0,0,0,0,0,1,1,1,641,93,0,X 
1,1,50,0,20713.9,144,-2272256,0,-1453044,0,6105828,0,0,188,329,0,0,0,0,0,0,0,0,0,1,1,1,640,83,0,XX
1,1,50,0,20714.0,144,-2272223,0,-1453025,0,6105892,0,0,188,330,0,0,0,0,0,0,0,0,0,1,1,1,639,80,0,X 
1,1,50,0,20714.1,144,-2272190,0,-1453006,0,6105956,0,0,188,330,0,0,0,0,0,0,0,0,0,1,1,1,639,71,0,XX
1,1,50,0,20714.2,144,-2272157,0,-1452987,0,6106020,0,0,188,330,0,0,0,0,0,0,0,0,0,1,1,1,638,61,0,X 
1,1,50,0,20714.3,144,-2272124,0,-1452968,0,6106084,0,0,189,331,0,0,0,0,0,0,0,0,0,1,1,1,637,53,0,XX
1,1,50,0,20714.4,144,-2272091,0,-1452949,0,6106147,0,0,189,331,0,0,0,0,0,0,0,0,0,1,1,1,636,105,0,X 
1,1,50,0,20714.5,144,-2272058,0,-1452930,0,6106211,0,0,189,331,0,0,0,0,0,0,0,0,0,1,1,1,635,95,0,XX
1,1,50,0,20714.6,144,-2272025,0,-1452911,0,6106275,0,0,189,331,0,0,0,0,0,0,0,0,0,1,1,1,635,86,0,X 
1,1,50,0,20714.7,144,-2271992,0,-1452892,0,6106338,0,0,189,332,0,0,0,0,0,0,0,0,0,1,1,1,634,76,0,XX
1,1,50,0,20714.8,144,-2271958,0,-1452873,0,6106401,0,0,190,332,0,0,0,0,0,0,0,0,0,1,1,1,633,67,0,X 
1,1,50,0,20714.9,144,-2271925,0,-1452854,0,6106465,0,0,190,332,0,0,0,0,0,0,0,0,0,1,1,1,632,120,0,XX
1,1,50,0,20715.0,144,-2271892,0,-1452835,0,6106528,0,0,190,333,0,0,0,0,0,0,0,0,0,1,1,1,631,116,0,X 
1,1,50,0,20715.1,144,-2271858,0,-1452816,0,6106591,0,0,190,333,0,0,0,0,0,0,0,0,0,1,1,1,630,106,0,XX
1,1,50,0,20715.2,144,-2271825,0,-1452797,0,6106654,0,0,190,333,0,0,0,0,0,0,0,0,0,1,1,1,630,96,0,X 
1,1,50,0,20715.3,144,-2271792,0,-1452778,0,6106717,0,0,191,334,0,0,0,0,0,0,0,0,0,1,1,1,629,87,0,XX
1,1,50,0,20715.4,144,-2271758,0,-1452759,0,6106780,0,0,191,334,0,0,0,0,0,0,0,0,0,1,1,1,628,77,0,X 
1,1,50,0,20715.5,144,-2271725,0,-1452740,0,6106843,0,0,191,334,0,0,0,0,0,0,0,0,0,1,1,1,627,1,0,XX
1,1,50,0,20715.6,144,-2271691,0,-1452721,0,6106906,0,0,191,334,0,0,0,0,0,0,0,0,0,1,1,1,626,119,0,X 
1,1,50,0,20715.7,144,-2271658,0,-1452702,0,6106968,0,0,191,335,0,0,0,0,0,0,0,0,0,1,1,1,626,109,0,XX
1,1,50,0,20715.8,144,-2271624,0,-1452682,0,6107031,0,0,191,335,0,0,0,0,0,0,0,0,0,1,1,1,625,100,0,X 
1,1,50,0,20715.9,144,-2271591,0,-1452663,0,6107093,0,0,192,335,0,0,0,0,0,0,0,0,0,1,1,1,624,89,0,XX
1,1,50,0,20716.0,144,-2271557,0,-1452644,0,6107156,0,0,192,336,0,0,0,0,0,0,0,0,0,1,1,1,623,86,0,X 
1,1,50,0,20716.1,144,-2271524,0,-1452625,0,6107218,0,0,192,336,0,0,0,0,0,0,0,0,0,1,1,1,622,9,0,XX
1,1,50,0,20716.2,144,-2271490,0,-1452605,0,6107280,0,0,192,336,0,0,0,0,0,0,0,0,0,1,1,1,622,0,0,X 
1,1,50,0,20716.3,144,-2271456,0,-1452586,0,6107342,0,0,192,337,0,0,0,0,0,0,0,0,0,1,1,1,621,118,0,XX
1,1,50,0,20716.4,144,-2271422,0,-1452567,0,6107404,0,0,193,337,0,0,0,0,0,0,0,0,0,1,1,1,620,108,0,X 
1,1,50,0,20716.5,144,-2271389,0,-1452548,0,6107466,0,0,193,337,0,0,0,0,0,0,0,0,0,1,1,1,619,33,0,XX
1,1,50,0,20716.6,144,-2271355,0,-1452528,0,6107528,0,0,193,337,0,0,0,0,0,0,0,0,0,1,1,1,618,86,0,X 
1,1,50,0,20716.7,144,-2271321,0,-1452509,0,6107590,0,0,193,338,0,0,0,0,0,0,0,0,0,1,1,1,617,76,0,XX
1,1,50,0,20716.8,144,-2271287,0,-1452489,0,6107652,0,0,193,338,0,0,0,0,0,0,0,0,0,1,1,1,617,67,0,X 
1,1,50,0,20716.9,144,-2271253,0,-1452470,0,6107714,0,0,194,338,0,0,0,0,0,0,0,0,0,1,1,1,616,57,0,XX
1,1,50,0,20717.0,144,-2271219,0,-1452451,0,6107775,0,0,194,339,0,0,0,0,0,0,0,0,0,1,1,1,615,52,0,X 
1,1,50,0,20717.1,144,-2271185,0,-1452431,0,6107837,0,0,194,339,0,0,0,0,0,0,0,0,0,1,1,1,614,42,0,XX
1,1,50,0,20717.2,144,-2271152,0,-1452412,0,6107898,0,0,194,339,0,0,0,0,0,0,0,0,0,1,1,1,613,92,0,X 
1,1,50,0,20717.3,144,-2271117,0,-1452392,0,6107959,0,0,194,340,0,0,0,0,0,0,0,0,0,1,1,1,612,83,0,XX
1,1,50,0,20717.4,144,-2271083,0,-1452373,0,6108021,0,0,194,340,0,0,0,0,0,0,0,0,0,1,1,1,612,73,0,X 
1,1,50,0,20717.5,144,-2271049,0,-1452353,0,6108082,0,0,195,340,0,0,0,0,0,0,0,0,0,1,1,1,611,63,0,XX
1,1,50,0,20717.6,144,-2271015,0,-1452334,0,6108143,0,0,195,341,0,0,0,0,0,0,0,0,0,1,1,1,610,52,0,X 
1,1,50,0,20717.7,144,-2270981,0,-1452314,0,6108204,0,0,195,341,0,0,0,0,0,0,0,0,0,1,1,1,609,104,0,XX
1,1,50,0,20717.8,144,-2270947,0,-1452295,0,6108265,0,0,195,341,0,0,0,0,0,0,0,0,0,1,1,1,608,92,0,X 
1,1,50,0,20717.9,144,-2270913,0,-1452275,0,6108326,0,0,195,341,0,0,0,0,0,0,0,0,0,1,1,1,608,82,0,XX
1,1,50,0,20718.0,144,-2270879,0,-1452256,0,6108387,0,0,196,342,0,0,0,0,0,0,0,0,0,1,1,1,607,78,0,X 
1,1,50,0,20718.1,144,-2270844,0,-1452236,0,6108447,0,0,196,342,0,0,0,0,0,0,0,0,0,1,1,1,606,67,0,XX
1,1,50,0,20718.2,144,-2270810,0,-1452216,0,6108508,0,0,196,342,0,0,0,0,0,0,0,0,0,1,1,1,605,119,0,X 
1,1,50,0,20718.3,144,-2270776,0,-1452197,0,6108568,0,0,196,343,0,0,0,0,0,0,0,0,0,1,1,1,604,107,0,XX
1,1,50,0,20718.4,144,-2270741,0,-1452177,0,6108629,0,0,196,343,0,0,0,0,0,0,0,0,0,1,1,1,604,98,0,X 
1,1,50,0,20718.5,144,-2270707,0,-1452157,0,6108689,0,0,197,343,0,0,0,0,0,0,0,0,0,1,1,1,603,87,0,XX
1,1,50,0,20718.6,144,-2270673,0,-1452138,0,6108750,0,0,197,344,0,0,0,0,0,0,0,0,0,1,1,1,602,76,0,X 
1,1,50,0,20718.7,144,-2270638,0,-1452118,0,6108810,0,0,197,344,0,0,0,0,0,0,0,0,0,1,1,1,601,0,0,XX
1,1,50,0,20718.8,144,-2270604,0,-1452098,0,6108870,0,0,197,344,0,0,0,0,0,0,0,0,0,1,1,1,600,116,0,X 
1,1,50,0,20718.9,144,-2270569,0,-1452078,0,6108930,0,0,197,345,0,0,0,0,0,0,0,0,0,1,1,1,599,106,0,XX
1,1,50,0,20719.0,144,-2270535,0,-1452058,0,6108990,0,0,198,345,0,0,0,0,0,0,0,0,0,1,1,1,599,102,0,X 
1,1,50,0,20719.1,144,-2270500,0,-1452039,0,6109050,0,0,198,345,0,0,0,0,0,0,0,0,0,1,1,1,598,90,0,XX
1,1,50,0,20719.2,144,-2270466,0,-1452019,0,6109110,0,0,198,345,0,0,0,0,0,0,0,0,0,1,1,1,597,78,0,X 
1,1,50,0,20719.3,144,-2270431,0,-1451999,0,6109169,0,0,198,346,0,0,0,0,0,0,0,0,0,1,1,1,596,2,0,XX
1,1,50,0,20719.4,144,-2270396,0,-1451979,0,6109229,0,0,198,346,0,0,0,0,0,0,0,0,0,1,1,1,595,119,0,X 
1,1,50,0,20719.5,144,-2270362,0,-1451959,0,6109288,0,0,198,346,0,0,0,0,0,0,0,0,0,1,1,1,594,106,0,XX
1,1,50,0,20719.6,144,-2270327,0,-1451939,0,6109348,0,0,199,347,0,0,0,0,0,0,0,0,0,1,1,1,594,98,0,X 
1,1,50,0,20719.7,144,-2270292,0,-1451919,0,6109407,0,0,199,347,0,0,0,0,0,0,0,0,0,1,1,1,593,86,0,XX
1,1,50,0,20719.8,144,-2270258,0,-1451900,0,6109467,0,0,199,347,0,0,0,0,0,0,0,0,0,1,1,1,592,8,0,X 
1,1,50,0,20719.9,144,-2270223,0,-1451880,0,6109526,0,0,199,348,0,0,0,0,0,0,0,0,0,1,1,1,591,125,0,XX
1,1,50,0,20720.0,144,-2270188,0,-1451860,0,6109585,0,0,199,348,0,0,0,0,0,0,0,0,0,1,1,1,591,120,0,X 
1,1,50,0,20720.1,144,-2270153,0,-1451840,0,6109644,0,0,200,348,0,0,0,0,0,0,0,0,0,1,1,1,590,46,0,XX
1,1,50,0,20720.2,144,-2270118,0,-1451820,0,6109703,0,0,200,349,0,0,0,0,0,0,0,0,0,1,1,1,589,35,0,X 
1,1,50,0,20720.3,144,-2270083,0,-1451800,0,6109762,0,0,200,349,0,0,0,0,0,0,0,0,0,1,1,1,588,86,0,XX
1,1,50,0,20720.4,144,-2270048,0,-1451779,0,6109821,0,0,200,349,0,0,0,0,0,0,0,0,0,1,1,1,587,75,0,X 
1,1,50,0,20720.5,144,-2270013,0,-1451759,0,6109879,0,0,200,349,0,0,0,0,0,0,0,0,0,1,1,1,586,62,0,XX
1,1,50,0,20720.6,144,-2269978,0,-1451739,0,6109938,0,0,201,350,0,0,0,0,0,0,0,0,0,1,1,1,586,53,0,X 
1,1,50,0,20720.7,144,-2269943,0,-1451719,0,6109997,0,0,201,350,0,0,0,0,0,0,0,0,0,1,1,1,585,41,0,XX
1,1,50,0,20720.8,144,-2269908,0,-1451699,0,6110055,0,0,201,350,0,0,0,0,0,0,0,0,0,1,1,1,584,91,0,X 
1,1,50,0,20720.9,144,-2269873,0,-1451679,0,6110113,0,0,201,351,0,0,0,0,0,0,0,0,0,1,1,1,583,79,0,XX
1,1,50,0,20721.0,144,-2269838,0,-1451659,0,6110172,0,0,201,351,0,0,0,0,0,0,0,0,0,1,1,1,582,73,0,X 
1,1,50,0,20721.1,144,-2269803,0,-1451639,0,6110230,0,0,201,351,0,0,0,0,0,0,0,0,0,1,1,1,581,60,0,XX
1,1,50,0,20721.2,144,-2269768,0,-1451618,0,6110288,0,0,202,352,0,0,0,0,0,0,0,0,0,1,1,1,581,51,0,X 
1,1,50,0,20721.3,144,-2269733,0,-1451598,0,6110346,0,0,202,352,0,0,0,0,0,0,0,0,0,1,1,1,580,101,0,XX
1,1,50,0,20721.4,144,-2269697,0,-1451578,0,6110404,0,0,202,352,0,0,0,0,0,0,0,0,0,1,1,1,579,89,0,X 
1,1,50,0,20721.5,144,-2269662,0,-1451558,0,6110462,0,0,202,352,0,0,0,0,0,0,0,0,0,1,1,1,578,76,0,XX
1,1,50,0,20721.6,144,-2269627,0,-1451537,0,6110520,0,0,202,353,0,0,0,0,0,0,0,0,0,1,1,1,577,65,0,X 
1,1,50,0,20721.7,144,-2269591,0,-1451517,0,6110578,0,0,203,353,0,0,0,0,0,0,0,0,0,1,1,1,577,118,0,XX
1,1,50,0,20721.8,144,-2269556,0,-1451497,0,6110635,0,0,203,353,0,0,0,0,0,0,0,0,0,1,1,1,576,104,0,X 
1,1,50,0,20721.9,144,-2269521,0,-1451477,0,6110693,0,0,203,354,0,0,0,0,0,0,0,0,0,1,1,1,575,92,0,XX
1,1,50,0,20722.0,144,-2269485,0,-1451456,0,6110751,0,0,203,354,0,0,0,0,0,0,0,0,0,1,1,1,574,87,0,X 
1,1,50,0,20722.1,144,-2269450,0,-1451436,0,6110808,0,0,203,354,0,0,0,0,0,0,0,0,0,1,1,1,573,73,0,XX
1,1,50,0,20722.2,144,-2269414,0,-1451415,0,6110865,0,0,204,355,0,0,0,0,0,0,0,0,0,1,1,1,573,127,0,X 
1,1,50,0,20722.3,144,-2269379,0,-1451395,0,6110923,0,0,204,355,0,0,0,0,0,0,0,0,0,1,1,1,572,114,0,XX
1,1,50,0,20722.4,144,-2269343,0,-1451375,0,6110980,0,0,204,355,0,0,0,0,0,0,0,0,0,1,1,1,571,101,0,X 
1,1,50,0,20722.5,144,-2269308,0,-1451354,0,6111037,0,0,204,355,0,0,0,0,0,0,0,0,0,1,1,1,570,88,0,XX
1,1,50,0,20722.6,144,-2269272,0,-1451334,0,6111094,0,0,204,356,0,0,0,0,0,0,0,0,0,1,1,1,569,76,0,X 
1,1,50,0,20722.7,144,-2269236,0,-1451313,0,6111151,0,0,204,356,0,0,0,0,0,0,0,0,0,1,1,1,568,127,0,XX
1,1,50,0,20722.8,144,-2269201,0,-1451293,0,6111208,0,0,205,356,0,0,0,0,0,0,0,0,0,1,1,1,568,115,0,X 
1,1,50,0,20722.9,144,-2269165,0,-1451272,0,6111264,0,0,205,357,0,0,0,0,0,0,0,0,0,1,1,1,567,103,0,XX
1,1,50,0,20723.0,144,-2269129,0,-1451252,0,6111321,0,0,205,357,0,0,0,0,0,0,0,0,0,1,1,1,566,96,0,X 
1,1,50,0,20723.1,144,-2269093,0,-1451231,0,6111378,0,0,205,357,0,0,0,0,0,0,0,0,0,1,1,1,565,84,0,XX
1,1,50,0,20723.2,144,-2269058,0,-1451211,0,6111434,0,0,205,358,0,0,0,0,0,0,0,0,0,1,1,1,564,5,0,X 
1,1,50,0,20723.3,144,-2269022,0,-1451190,0,6111491,0,0,206,358,0,0,0,0,0,0,0,0,0,1,1,1,564,123,0,XX
1,1,50,0,20723.4,144,-2268986,0,-1451169,0,6111547,0,0,206,358,0,0,0,0,0,0,0,0,0,1,1,1,563,110,0,X 
1,1,50,0,20723.5,144,-2268950,0,-1451149,0,6111603,0,0,206,359,0,0,0,0,0,0,0,0,0,1,1,1,562,97,0,XX
1,1,50,0,20723.6,144,-2268914,0,-1451128,0,6111660,0,0,206,359,0,0,0,0,0,0,0,0,0,1,1,1,561,20,0,X 
1,1,50,0,20723.7,144,-2268878,0,-1451107,0,6111716,0,0,206,359,0,0,0,0,0,0,0,0,0,1,1,1,560,72,0,XX
1,1,50,0,20723.8,144,-2268842,0,-1451087,0,6111772,0,0,207,359,0,0,0,0,0,0,0,0,0,1,1,1,559,59,0,X 
1,1,50,0,20723.9,144,-2268806,0,-1451066,0,6111828,0,0,207,360,0,0,0,0,0,0,0,0,0,1,1,1,559,48,0,XX
1,1,50,0,20724.0,144,-2268770,0,-1451045,0,6111883,0,0,207,360,0,0,0,0,0,0,0,0,0,1,1,1,558,40,0,X 
1,1,50,0,20724.1,144,-2268734,0,-1451024,0,6111939,0,0,207,360,0,0,0,0,0,0,0,0,0,1,1,1,557,90,0,XX
1,1,50,0,20724.2,144,-2268698,0,-1451004,0,6111995,0,0,207,361,0,0,0,0,0,0,0,0,0,1,1,1,556,77,0,X 
1,1,50,0,20724.3,144,-2268662,0,-1450983,0,6112051,0,0,207,361,0,0,0,0,0,0,0,0,0,1,1,1,555,64,0,XX
1,1,50,0,20724.4,144,-2268626,0,-1450962,0,6112106,0,0,208,361,0,0,0,0,0,0,0,0,0,1,1,1,554,51,0,X 
1,1,50,0,20724.5,144,-2268590,0,-1450941,0,6112162,0,0,208,362,0,0,0,0,0,0,0,0,0,1,1,1,554,103,0,XX
1,1,50,0,20724.6,144,-2268553,0,-1450921,0,6112217,0,0,208,362,0,0,0,0,0,0,0,0,0,1,1,1,553,89,0,X 
1,1,50,0,20724.7,144,-2268517,0,-1450900,0,6112272,0,0,208,362,0,0,0,0,0,0,0,0,0,1,1,1,552,75,0,XX
1,1,50,0,20724.8,144,-2268481,0,-1450879,0,6112328,0,0,208,362,0,0,0,0,0,0,0,0,0,1,1,1,551,62,0,X 
1,1,50,0,20724.9,144,-2268444,0,-1450858,0,6112383,0,0,209,363,0,0,0,0,0,0,0,0,0,1,1,1,551,115,0,XX
1,1,50,0,20725.0,144,-2268408,0,-1450837,0,6112438,0,0,209,363,0,0,0,0,0,0,0,0,0,1,1,1,550,107,0,X 
1,1,50,0,20725.1,144,-2268372,0,-1450816,0,6112493,0,0,209,363,0,0,0,0,0,0,0,0,0,1,1,1,549,93,0,XX
1,1,50,0,20725.2,144,-2268335,0,-1450795,0,6112548,0,0,209,364,0,0,0,0,0,0,0,0,0,1,1,1,548,81,0,X 
1,1,50,0,20725.3,144,-2268299,0,-1450774,0,6112602,0,0,209,364,0,0,0,0,0,0,0,0,0,1,1,1,547,66,0,XX
1,1,50,0,20725.4,144,-2268262,0,-1450753,0,6112657,0,0,209,364,0,0,0,0,0,0,0,0,0,1,1,1,546,116,0,X 
1,1,50,0,20725.5,144,-2268226,0,-1450732,0,6112712,0,0,210,365,0,0,0,0,0,0,0,0,0,1,1,1,546,105,0,XX
1,1,50,0,20725.6,144,-2268189,0,-1450711,0,6112766,0,0,210,365,0,0,0,0,0,0,0,0,0,1,1,1,545,91,0,X 
1,1,50,0,20725.7,144,-2268153,0,-1450690,0,6112821,0,0,210,365,0,0,0,0,0,0,0,0,0,1,1,1,544,77,0,XX
1,1,50,0,20725.8,144,-2268116,0,-1450669,0,6112875,0,0,210,366,0,0,0,0,0,0,0,0,0,1,1,1,543,127,0,X 
1,1,50,0,20725.9,144,-2268080,0,-1450648,0,6112930,0,0,210,366,0,0,0,0,0,0,0,0,0,1,1,1,542,113,0,XX
1,1,50,0,20726.0,144,-2268043,0,-1450627,0,6112984,0,0,211,366,0,0,0,0,0,0,0,0,0,1,1,1,541,106,0,X 
1,1,50,0,20726.1,144,-2268006,0,-1450606,0,6113038,0,0,211,366,0,0,0,0,0,0,0,0,0,1,1,1,541,93,0,XX
1,1,50,0,20726.2,144,-2267970,0,-1450585,0,6113092,0,0,211,367,0,0,0,0,0,0,0,0,0,1,1,1,540,79,0,X 
